source,target,weight
8kf5,7q4m,0.16165921691884694
8kf5,8azs,0.8739080696526156
8kf5,8ezd,0.0021075692063823536
8kf5,8kew,1.1379329948537844
8kf5,8kf1,1.0399488164017363
8kf5,8kf3,0.7692880461645337
8kf5,8kf4,0.8478568951769072
8kf5,8kf6,0.5453602281490665
8kf5,8ol2,0.04211468115133056
8kf5,8ol3,0.3510396083990984
8kf5,8ol5,0.14020593340046922
8kf5,8ol6,0.038447291404509386
8kf5,8ol7,0.1553938995422132
8kf5,8olo,0.02094453418901835
8kf5,8ot3,0.006891954202117206
8kf5,8sej,0.8831809071566175
8kf5,8sek,0.13596928682711673
8kf5,8sel,0.3031645887194718
8kf5,9ck6,0.7900077100516862
8kf5,9cki,0.8646033665225327
8kf5,9co4,0.8768479693033624
8kf5,9czn,0.4901299353417164
8kf5,9czp,0.5818947173762765
8kf5,9fh2,0.3550656533514239
8kf5,9fh3,0.3196948935716995
8kf5,9fh4,0.3110433032042975
8kf5,9jaz,0.032866097603988426
8kf5,9jb0,0.3025834569299775
8kf5,9jb1,0.1528356810620123
8kf5,9jb2,0.1734894220335196
8kf5,9k0d,0.36847254417799635
8kf5,9k0e,0.11231508169786246
8kf5,9k0f,0.2397536502015342
8kf5,9riv,0.1731324380962155
8kf6,12gb,0.19173076948319429
8kf6,21fb,0.7334606882875118
8kf6,2mxu,0.08021875902310557
8kf6,5kk3,0.3141245937311145
8kf6,6n3c,0.13572730606103808
8kf6,6ti6,0.0719580642093806
8kf6,6ti7,0.09359961121802132
8kf6,7f29,0.15101551465281238
8kf6,7q4b,0.5858815687417029
8kf6,7q4m,0.7014427861745893
8kf6,8azs,0.6319502227744987
8kf6,8azt,0.6507208468609842
8kf6,8bfz,0.5696507834792132
8kf6,8bg0,0.2860354798822288
8kf6,8ezd,0.2043098387464494
8kf6,8kew,0.42497398621251276
8kf6,8kf1,0.8476354955824246
8kf6,8kf3,0.8451597690328565
8kf6,8kf4,0.6410344681863125
8kf6,8kf5,0.5453602281490665
8kf6,8ol2,0.4552318023610694
8kf6,8ol3,0.22139530808419292
8kf6,8ol5,0.7110253898969449
8kf6,8ol6,0.6651674539553483
8kf6,8ol7,0.48146121797391217
8kf6,8olo,0.16546461160652476
8kf6,8otf,0.9306450462529146
8kf6,8ovm,0.020386830022849488
8kf6,8sej,0.5219842544191697
8kf6,9ck6,0.6737791570153243
8kf6,9cki,0.5590505972871008
8kf6,9co4,0.4446886786563913
8kf6,9czn,0.4744327715990072
8kf6,9czp,0.6652233576139891
8kf6,9fh3,0.0026291435840231693
8kf6,9fh4,0.07571139458346862
8kf6,9jb0,0.12894143303761604
8kf6,9jb2,0.5315561854905634
8kf6,9k0d,0.41058499543506144
8kf6,9k0e,0.15994681497681512
8kf6,9k0f,0.3861896655594922
8kf6,9obk,0.05976706465624769
8kf6,9umh,0.13941137789951716
8kf6,9wao,0.5338905595131709
8kf6,9wap,0.6060369622444323
8oh2,8ohi,0.38877200158921077
8oh2,8ohp,0.4331594639061217
8oh2,8oi0,0.4736378352368639
8oh2,8v1n,0.11618202021323729
8oh2,9fh5,0.03133023133950774
8oh2,9k0d,0.12715667564714667
8oh2,9ofw,0.07600945297669628
8ohi,7qv5,0.010620733544411298
8ohi,8oh2,0.38877200158921077
8ohi,8ohp,0.3263196807346312
8ohi,8oi0,0.43069543704471
8ohi,8v1n,0.11592484814396316
8ohi,9kzo,0.10672362192743678
8ohi,9ofw,0.11159805633452576
8ohp,8oh2,0.4331594639061217
8ohp,8ohi,0.3263196807346312
8ohp,8oi0,0.5116014769363962
8ohp,8v1n,0.15354751819501605
8ohp,9fh5,0.035711681411259105
8ohp,9k0d,0.03405138704143833
8ohp,9k0f,0.014486818211895736
8ohp,9ofw,0.13641961765627228
8oi0,8oh2,0.4736378352368639
8oi0,8ohi,0.43069543704471
8oi0,8ohp,0.5116014769363962
8oi0,8v1n,0.17134703765203313
8oi0,9k0d,0.002228031770712402
8oi0,9ofw,0.17836946771519185
8okr,8b3a,0.15892035689695413
8okr,9b3c,0.13182051110241333
8ol2,12gb,0.012261822463020744
8ol2,21fb,0.3910899534755218
8ol2,2mxu,0.10407977382848747
8ol2,5kk3,0.4436563255322715
8ol2,6ti7,0.08214584735657263
8ol2,6w0o,0.3044029446839783
8ol2,7f29,0.08367628870747401
8ol2,7q4b,0.3226220162597583
8ol2,7q4m,0.952021219838274
8ol2,8azs,0.2515942788336229
8ol2,8azt,0.445918124364157
8ol2,8bfz,0.7727554125387004
8ol2,8bg0,0.4717648846141672
8ol2,8ezd,0.09765870100679869
8ol2,8ff3,0.035967568934360816
8ol2,8j47,0.34876736340898573
8ol2,8kew,0.3386049474542567
8ol2,8kf1,0.2724221667037064
8ol2,8kf3,0.8938931483697676
8ol2,8kf4,0.4582162539857869
8ol2,8kf5,0.04211468115133056
8ol2,8kf6,0.4552318023610694
8ol2,8ol3,0.3175361523237764
8ol2,8ol5,1.1429523030197484
8ol2,8ol6,1.3492506369713715
8ol2,8otf,0.6571866776205877
8ol2,8sej,0.24614755774972696
8ol2,9ck6,0.33815242080770525
8ol2,9cki,0.3953895367504457
8ol2,9co4,0.3052073742273168
8ol2,9czn,0.31950919093618907
8ol2,9czp,0.2937494929048558
8ol2,9fh1,0.012599513651417104
8ol2,9fh2,0.10015362815257337
8ol2,9jaz,0.0011383887501736356
8ol2,9jb0,0.21262931950797176
8ol2,9jb2,0.07771527538780541
8ol2,9k0d,0.11125848465818597
8ol2,9k0f,0.285046439069276
8ol2,9m5q,0.07137619361958172
8ol2,9obk,0.16294059719077675
8ol2,9riw,0.005656530791739845
8ol2,9umh,0.06537484513087546
8ol2,9wao,0.8408221411057015
8ol2,9wap,0.8891519095297726
8ol3,12gb,0.29548842264956565
8ol3,21fb,0.6369094039652928
8ol3,2mxu,0.4256868524804129
8ol3,5kk3,0.4578690326002266
8ol3,6ti6,0.07671269830002478
8ol3,6ti7,0.2075386289774837
8ol3,6w0o,0.5552628528364705
8ol3,7f29,0.4702870295696854
8ol3,7q4b,0.5918855331812976
8ol3,7q4m,0.3697477601967737
8ol3,8azs,0.6425788346737276
8ol3,8azt,0.05231308678201511
8ol3,8bfz,0.5171869904405245
8ol3,8bg0,0.291302855720168
8ol3,8ezd,0.12467297428404364
8ol3,8j47,0.03374431602211055
8ol3,8kew,0.3956410986484379
8ol3,8kf1,0.3523017709902597
8ol3,8kf3,0.5899984781170942
8ol3,8kf4,0.506715264103947
8ol3,8kf5,0.3510396083990984
8ol3,8kf6,0.22139530808419292
8ol3,8ol2,0.3175361523237764
8ol3,8ol5,0.5222578247851903
8ol3,8ol6,0.4047554911802494
8ol3,8ol7,0.28819001690032836
8ol3,8olo,0.47648085173492405
8ol3,8ot3,0.002739134190282455
8ol3,8otf,0.3678494926533234
8ol3,8sej,0.5360551409825948
8ol3,8sek,0.02987975167085255
8ol3,8sel,0.08141868365278086
8ol3,9ck6,0.459368619366299
8ol3,9cki,0.5524312351200772
8ol3,9co4,0.4438970706002613
8ol3,9czn,0.678315501428693
8ol3,9czp,0.7221788385855722
8ol3,9fh1,0.31759083995354476
8ol3,9fh2,0.04824302545188092
8ol3,9fh3,0.13884989939250755
8ol3,9jaz,0.16293085926797707
8ol3,9jb0,0.3114668251459242
8ol3,9jb1,0.1838694966367349
8ol3,9jb2,0.4641838602260352
8ol3,9k0d,0.5194494225317633
8ol3,9k0e,0.1979515621756668
8ol3,9k0f,0.27551993155750204
8ol3,9m5q,0.27207535283684975
8ol3,9umh,0.30007513583017503
8ol3,9wao,0.31462210701601734
8ol3,9wap,0.25513004709481313
8ol5,12gb,0.2616981131024908
8ol5,21fb,0.5343155295481294
8ol5,2mxu,0.36877690619052467
8ol5,5kk3,0.5176130191298679
8ol5,6ti6,0.04416870112072398
8ol5,6ti7,0.29393755197503957
8ol5,6w0o,0.35968948500698616
8ol5,7f29,0.29273155008549934
8ol5,7q4b,0.4570639503456923
8ol5,7q4m,1.1668698589229323
8ol5,8azs,0.45904407465549574
8ol5,8azt,0.5023786690551498
8ol5,8bfz,0.8985287572896749
8ol5,8bg0,0.5897265798347531
8ol5,8ezd,0.23086149728558736
8ol5,8ff3,0.011973674663033063
8ol5,8j47,0.32942226567724053
8ol5,8kew,0.34770933156596195
8ol5,8kf1,0.44620619082566026
8ol5,8kf3,1.146791059207642
8ol5,8kf4,0.4963172249722911
8ol5,8kf5,0.14020593340046922
8ol5,8kf6,0.7110253898969449
8ol5,8ol2,1.1429523030197484
8ol5,8ol3,0.5222578247851903
8ol5,8ol6,1.1452836678676501
8ol5,8olo,0.10618139515966067
8ol5,8otf,0.8806267575847635
8ol5,8sej,0.48532039839236774
8ol5,9ck6,0.4351674177299755
8ol5,9cki,0.47971631466122505
8ol5,9co4,0.46267215440860765
8ol5,9czn,0.401331754279719
8ol5,9czp,0.45589039382934937
8ol5,9fh1,0.21471971765814857
8ol5,9fh2,0.14274872954515086
8ol5,9fh3,0.06327096913554194
8ol5,9jb0,0.11124362281442908
8ol5,9jb2,0.4152514288746092
8ol5,9k0d,0.23411453109630678
8ol5,9k0f,0.35649800120524566
8ol5,9m5q,0.0862425706753594
8ol5,9obk,0.1350881689768832
8ol5,9umh,0.1232239518339417
8ol5,9wao,0.9819701219266068
8ol5,9wap,1.1713449916123249
8ol6,12gb,0.1504466411204335
8ol6,21fb,0.48837988456648224
8ol6,2mxu,0.30069422969432924
8ol6,5kk3,0.4827778324282641
8ol6,6ti7,0.12356928768553746
8ol6,6w0o,0.34971538144693676
8ol6,7f29,0.1391865779722392
8ol6,7q4b,0.3057597359282445
8ol6,7q4m,0.9325903665192733
8ol6,8azs,0.26848074150383316
8ol6,8azt,0.5852546385307316
8ol6,8bfz,0.8611053131902304
8ol6,8bg0,0.5273822116427868
8ol6,8ezd,0.0741698632538121
8ol6,8ff3,0.08921212223513608
8ol6,8j47,0.41323590184746173
8ol6,8kew,0.2798358519977061
8ol6,8kf1,0.36851091471209607
8ol6,8kf3,0.9338021109881062
8ol6,8kf4,0.5344095788418811
8ol6,8kf5,0.038447291404509386
8ol6,8kf6,0.6651674539553483
8ol6,8ol2,1.3492506369713715
8ol6,8ol3,0.4047554911802494
8ol6,8ol5,1.1452836678676501
8ol6,8otf,0.8115741801322957
8ol6,8sej,0.30884934462573727
8ol6,9ck6,0.31655265499122026
8ol6,9cki,0.3558538961339265
8ol6,9co4,0.31479268794518717
8ol6,9czn,0.3986389323708527
8ol6,9czp,0.4211472143960968
8ol6,9fh1,0.026136456239063865
8ol6,9fh2,0.05035056240532152
8ol6,9jaz,0.032242605242017774
8ol6,9jb0,0.20254249905575278
8ol6,9jb2,0.21051460916046794
8ol6,9k0d,0.15383375896550908
8ol6,9k0e,0.10479912165581658
8ol6,9k0f,0.3733531965838479
8ol6,9m5q,0.1763922729260127
8ol6,9obk,0.1984536720989701
8ol6,9riw,0.07103450777389306
8ol6,9umh,0.18316333980357805
8ol6,9wao,0.852461671780139
8ol6,9wap,0.916497333326107
8ol7,12gb,0.345599404663877
8ol7,21fb,0.39577708192348326
8ol7,2mvx,0.005310551060778429
8ol7,2mxu,0.1401571872302841
8ol7,5kk3,0.16919854997853373
8ol7,6ti5,0.10600883449375917
8ol7,6ti7,0.08995123845423589
8ol7,6w0o,0.26558314551660667
8ol7,7q4b,0.706278546233148
8ol7,8azs,0.5906032389296888
8ol7,8azt,0.047283663292329414
8ol7,8bfz,0.012873401384752247
8ol7,8bg0,0.36134970124024113
8ol7,8ezd,0.024668437818571955
8ol7,8j47,0.06166747495519603
8ol7,8kew,0.3993891647111696
8ol7,8kf1,0.517210622300843
8ol7,8kf3,0.6572760364415462
8ol7,8kf4,0.5600907055110562
8ol7,8kf5,0.1553938995422132
8ol7,8kf6,0.48146121797391217
8ol7,8ol3,0.28819001690032836
8ol7,8olo,0.49508270339406846
8ol7,8otf,0.1776703854739525
8ol7,8ovk,0.07164782387512529
8ol7,8owd,0.006434564914300928
8ol7,8sej,0.6958324184994964
8ol7,8sek,0.4633891250321117
8ol7,8sel,0.2978750137975731
8ol7,9ck6,0.6119186118390503
8ol7,9cki,0.463733011014981
8ol7,9co4,0.4294043325547502
8ol7,9czn,0.6479040094698141
8ol7,9czp,0.825995012005525
8ol7,9jaz,0.10983634336356214
8ol7,9jb0,0.28368798269108303
8ol7,9jb1,0.13274178432880274
8ol7,9jb2,0.43792943232179293
8ol7,9k0d,0.2441064481720149
8ol7,9k0f,0.09262887842106206
8ol7,9m5q,0.19977854751202395
8ol7,9raw,0.1543280761564949
8ol7,9rax,0.11015826118023846
8ol7,9riv,0.13486089496928402
8ol7,9riw,0.0005002343993332547
8ol7,9umh,0.2798934065879603
8olg,2mvx,0.06325028093165812
8olg,8bfa,0.10146045397720153
8olg,8bfb,0.14144597207677795
8olg,9iio,0.09776589179818376
8oln,7q64,0.19640852481763532
8oln,8bfa,0.11365465896167126
8oln,8bfb,0.13609395387734938
8oln,8bg9,0.011061732437924321
8oln,8ot4,0.19954402387032252
8oln,8owk,0.05329273079575558
8oln,9iio,0.054651607635245104
8oln,9riv,0.2665252569470091
8olo,12gb,0.6430351953282589
8olo,21fb,0.17463087051993637
8olo,2mpz,0.10782657040251169
8olo,2mxu,0.05545193809000313
8olo,5kk3,0.07179896601793787
8olo,6ti5,0.10760585699252881
8olo,6ti6,0.011793963515125305
8olo,6ti7,0.09519519485383401
8olo,6w0o,0.22670325849366457
8olo,7f29,0.16066473678620544
8olo,7q4b,0.2643560192653081
8olo,7q4m,0.14367446367139425
8olo,8azs,0.1197774344210567
8olo,8bfz,0.05863283499924651
8olo,8bg0,0.36789398576903
8olo,8ff3,0.07311837156076179
8olo,8kew,0.3022400846761838
8olo,8kf1,0.32001113674030723
8olo,8kf3,0.2379834571938746
8olo,8kf4,0.15359407063951624
8olo,8kf5,0.02094453418901835
8olo,8kf6,0.16546461160652476
8olo,8ol3,0.47648085173492405
8olo,8ol5,0.10618139515966067
8olo,8ol7,0.49508270339406846
8olo,8ot1,0.11024788251590076
8olo,8ot3,0.12692753746792226
8olo,8otf,0.096886783472061
8olo,8sej,0.21893356582582907
8olo,8sek,0.14258395383902944
8olo,8sel,0.39164318466851034
8olo,8teq,0.02146436320539724
8olo,9ck6,0.09576353981654143
8olo,9cki,0.048486005895695995
8olo,9co4,0.021009299902701395
8olo,9czn,0.3787419940143645
8olo,9czp,0.5316255684474182
8olo,9fh3,0.054606179003238074
8olo,9jaz,0.02980225067655708
8olo,9jb0,0.13055377348370825
8olo,9jb2,0.18750224470791216
8olo,9obk,0.0023915523690991036
8olo,9rax,0.1153111640074358
8olo,9riv,0.0844817719127399
8olo,9riw,0.03440622756729726
8olo,9wao,0.07548416126768218
8olo,9wap,0.004746658060252628
8olq,8bfa,0.20309426905234282
8olq,8bfb,0.167838493960386
8olq,9jb2,0.06030248010991359
8ons,9thm,0.04001134477125266
8ons,9tke,0.04853924467252726
8ons,9tkg,0.5122562902773339
8ons,9tkh,0.5253608926814437
8ons,9tki,0.3983824050801832
8ons,9tkj,0.19998670212992234
8ons,9tkz,0.07706806807295008
8oq4,8oq5,2.1354234738861964
8oq4,9bbm,0.11931454125868983
8oq5,8oq4,2.1354234738861964
8oqi,6a6b,0.27541440828212266
8oqi,6h6b,0.24736341181440952
8oqi,6osj,0.04272697383711402
8oqi,6osl,0.23823245931942072
8oqi,7ozh,0.055093066596398545
8oqi,7v4d,0.013791423871813719
8oqi,7wmm,0.29766989885360934
8oqi,7yk2,0.12478092819061944
8oqi,7yk8,0.03598673699160333
8oqi,7ynf,0.0805952493905112
8oqi,7yng,0.055492277731247916
8oqi,7ynm,0.0678512355341149
8oqi,7ynn,0.07690244080854167
8oqi,7yno,0.41940958737742823
8oqi,7ynp,0.4175673303071572
8oqi,7ynq,0.4041992467760627
8oqi,7ynr,0.17566621170277097
8oqi,7yns,0.6685982546130832
8oqi,8ceb,0.09579090738746372
8oqi,8qpz,0.25892312423645003
8oqi,8y2p,0.3065152886652315
8oqi,8y2q,0.4327240917983314
8oqi,8zwi,0.4991109200146934
8oqi,8zwj,0.11802013346074758
8oqi,9euu,0.012089285588797915
8oqi,9je6,0.03262730309940277
8oqi,9ji8,0.09807438915612793
8oqi,9kc2,0.2354927294957292
8oqi,9kcp,0.18942954033167939
8oqi,9qyl,0.0324556236892316
8oqi,9qyn,0.264603242123375
8oqi,9rb6,0.021662364023838532
8oqi,9rzf,0.04994944396468203
8oqi,9uf6,0.12975973243862876
8oqi,9uff,0.07844158219475
8oqi,9ufl,0.31310677257631114
8oqi,9ufs,0.37912666960882013
8oqi,9ufx,0.11985674732175214
8oqi,9ufy,0.26106656658411814
8oqi,9ug0,0.3349988608692881
8oqi,9ug1,0.31702237255932564
8oqi,9ujq,0.21377783447243762
8oqi,9y0s,0.741682902623475
8ore,10kr,0.8701540871828672
8ore,5o3l,0.714704784114012
8ore,5o3o,1.1607439858812953
8ore,5o3t,0.8974783038533053
8ore,6gx5,0.20993963724837475
8ore,6hre,1.176982686308858
8ore,6hrf,1.5095602649760351
8ore,6nwp,1.9458373819846824
8ore,6nwq,0.6784837441675311
8ore,6vhl,1.072500217831059
8ore,6vi3,1.213107431386606
8ore,7mkf,1.4287183899523732
8ore,7mkg,1.7066067589260023
8ore,7mkh,1.3372803795617876
8ore,7nrq,1.9117346328491085
8ore,7nrs,2.1768143159418307
8ore,7nrt,2.1074262111240145
8ore,7nrv,1.8889189209969846
8ore,7nrx,1.6141844751223406
8ore,7qjv,2.1168813285837333
8ore,7qjw,1.0917452337175835
8ore,7qjx,1.2497692907018296
8ore,7qjy,1.4756660382169955
8ore,7qjz,0.9509385638635139
8ore,7qk1,1.713425546230421
8ore,7qk2,1.1459852885584254
8ore,7qk5,1.8357203766855583
8ore,7qki,1.8053732589149767
8ore,7qkj,1.4845212328640103
8ore,7qkk,2.0441634718547843
8ore,7qkl,1.5652241087292842
8ore,7qku,2.2529722459678068
8ore,7qkv,0.8836103823506836
8ore,7qkx,1.4000887851685924
8ore,7ql0,1.2468609804553479
8ore,7ql1,1.3396157313492014
8ore,7ql3,0.9047043350489993
8ore,7ql4,2.0477019788493633
8ore,7r4t,1.6481590546681855
8ore,7r5h,1.4184558059032142
8ore,7upe,0.888705180871491
8ore,7upf,0.8931396484618572
8ore,7upg,0.9631604007180959
8ore,7ymn,0.6828019057480176
8ore,7ypg,0.1632838101595715
8ore,8azu,1.043457017819788
8ore,8bgs,1.789039342969588
8ore,8bgv,1.3839703763821671
8ore,8byn,1.6823596778827472
8ore,8caq,1.7712820919944137
8ore,8cax,0.8237537191604352
8ore,8fug,1.253795695210827
8ore,8ot6,1.9124461214061117
8ore,8ot9,1.2799962778332508
8ore,8otc,0.894873264992049
8ore,8otg,1.7698554999955054
8ore,8oth,1.2106226901903625
8ore,8oti,1.7552685376507278
8ore,8otj,1.2900037815260321
8ore,8p34,0.10859591742905486
8ore,8q27,1.5111035955779546
8ore,8q2j,1.8863828444190527
8ore,8q2k,1.207673183534523
8ore,8q2l,1.4221632231907602
8ore,8q7f,1.389423123589712
8ore,8q7l,1.43806200167436
8ore,8q7m,2.0995105579470996
8ore,8q7p,1.6075134658943857
8ore,8q7t,1.7524363025817906
8ore,8q88,2.2107246422617224
8ore,8q8c,1.53387151501382
8ore,8q8d,1.9807284271600392
8ore,8q8e,1.7140115840800056
8ore,8q8f,2.03183505336949
8ore,8q8l,1.698141715620779
8ore,8q8m,2.007741464503509
8ore,8q8r,2.1060095893376465
8ore,8q8s,2.0200885094509684
8ore,8q8u,0.8944894044910429
8ore,8q8v,0.8065732117604103
8ore,8q8w,1.5111640993682047
8ore,8q8x,1.5559574643850305
8ore,8q8y,1.286270574574903
8ore,8q8z,1.567315933567055
8ore,8q97,1.3846929904090424
8ore,8q98,1.2053428924833245
8ore,8q99,1.0115118632699769
8ore,8q9a,1.919856538244937
8ore,8q9b,1.4313575146968793
8ore,8q9c,1.3871840222012282
8ore,8q9d,1.2757899892031817
8ore,8q9e,0.8494005782861105
8ore,8q9f,1.4248637331799807
8ore,8q9g,1.5705804184977286
8ore,8q9h,1.4835054999938353
8ore,8q9i,1.6956085066387403
8ore,8q9j,1.660197955105584
8ore,8q9k,1.1091407098631023
8ore,8q9l,1.8938514419216177
8ore,8q9m,1.8201304995910217
8ore,8q9o,1.5639777622534632
8ore,8qcp,1.9779673955217638
8ore,8qcr,0.8515338145613771
8ore,8qjj,1.1516268953150786
8ore,8seh,1.3977173817664617
8ore,8sei,1.479912205923221
8ore,8uq7,2.2028424967547506
8ore,8zwl,1.481621996281828
8ore,8zwm,1.195987492986267
8ore,8zx6,1.5738305448947758
8ore,9b4l,1.8044689412974084
8ore,9b4m,1.7994576784625178
8ore,9b4n,1.9077340965699257
8ore,9b4o,1.5074908173358097
8ore,9bbl,1.562379925300306
8ore,9bbm,1.4373241454837085
8ore,9bxi,2.188060486115398
8ore,9bxo,2.109407310392546
8ore,9bxq,1.6034422761328664
8ore,9bxr,1.6989032278960798
8ore,9cgx,1.92478754475828
8ore,9cgz,1.7484374794446143
8ore,9czi,1.8989076213370084
8ore,9czl,1.926721047733657
8ore,9eo7,2.0093726940842918
8ore,9eo9,1.681325705285623
8ore,9eoe,2.0667104324678465
8ore,9eog,2.2188640318878106
8ore,9eoh,1.6291190586060886
8ore,9erm,1.8181682887708444
8ore,9ern,1.5495623903572846
8ore,9ero,1.758952112538181
8ore,9fh6,1.6925233701688978
8ore,9h5g,1.7689493907545466
8ore,9h5j,1.5549609955062427
8ore,9hbb,2.000740074072387
8ore,9o6v,1.9247706603158838
8ore,9o6w,1.969227619752012
8ore,9o6x,2.2919716063460216
8ore,9o6y,1.7965237577603894
8ore,9o6z,2.2481660694488976
8ore,9o76,2.5668091487021685
8ore,9o79,1.9873406680066836
8ore,9o7b,1.8014071206390199
8ore,9o7c,2.339937538217837
8ore,9o8h,0.010851228790965362
8ore,9pgo,1.8989608952421215
8ore,9r2f,1.1310492533420278
8ore,9shs,1.892906409119962
8ore,9tzx,0.9536655552052388
8orf,10ij,1.028566338220358
8orf,6gx5,0.5380444121432002
8orf,6tjo,1.4229164017365736
8orf,6tjx,1.4778989177583892
8orf,6vh7,1.4532933140134172
8orf,6vha,1.4682139538897165
8orf,7p65,0.7149689023426534
8orf,7p67,0.18576668038115934
8orf,7p68,0.5279886872677082
8orf,7p6a,0.8555220262145957
8orf,7p6b,0.9311347905897251
8orf,7p6c,1.0178198743116884
8orf,7p6d,1.1518371338248345
8orf,7p6e,1.041673766829568
8orf,7u0z,0.2759002368684615
8orf,8org,3.0525052836604094
8orf,8p34,0.6214679578399155
8orf,8ttn,0.06584091889750668
8orf,9gg0,0.8618637467317113
8orf,9gg1,1.1375769616596436
8org,10ij,0.08176678725700168
8org,6tjo,0.6161087254185683
8org,6tjx,0.8214319285119824
8org,6vh7,0.33808717770347874
8org,6vha,0.37922404165918555
8org,7p6c,0.03954634164258346
8org,7p6d,0.07081978255146879
8org,7p6e,0.4855042257287572
8org,8orf,3.0525052836604094
8org,8q92,0.3839194607266153
8org,8ttn,0.792352634432627
8org,9gg1,0.23433275271941234
8org,9gg6,0.3187573929967237
8org,9mr8,0.859491028088588
8ot1,12gb,0.10028532380985236
8ot1,2mpz,0.1321322631886058
8ot1,6ti5,0.14876004081075161
8ot1,6ti6,0.15782622181906886
8ot1,6ti7,0.19673268218339332
8ot1,6w0o,0.39123619638593204
8ot1,8bg0,0.08038687912953249
8ot1,8ff3,0.35560115881184046
8ot1,8j47,0.1790273342567897
8ot1,8olo,0.11024788251590076
8ot1,8ot3,0.9476948998916288
8ot1,8sek,0.07043224723913005
8ot1,8sel,0.12828302444027956
8ot1,8teq,0.09075750981009745
8ot1,9k0d,0.02628724397990052
8ot1,9k0f,0.002599315396106849
8ot1,9m5p,0.10129501836752404
8ot1,9m5q,0.3423566820354659
8ot1,9obk,0.029844849347496833
8ot1,9rax,0.004748182729736383
8ot1,9riw,0.08924037004578728
8ot1,9umh,0.4016212969801171
8ot1,9wao,0.05605787916312051
8ot3,12gb,0.1299272905195239
8ot3,2mpz,0.07560336149043001
8ot3,6ti5,0.21719992325924004
8ot3,6ti6,0.29966706924269815
8ot3,6ti7,0.22817557760698914
8ot3,6w0o,0.3968214360497821
8ot3,8bg0,0.026506008156981037
8ot3,8ff3,0.27536505602478467
8ot3,8j47,0.2486431363443849
8ot3,8kf5,0.006891954202117206
8ot3,8ol3,0.002739134190282455
8ot3,8olo,0.12692753746792226
8ot3,8ot1,0.9476948998916288
8ot3,8ovk,0.014592771625952577
8ot3,8sek,0.017147240980116663
8ot3,8sel,0.20138238855325655
8ot3,9m5p,0.0008117718740216273
8ot3,9m5q,0.24961002660084536
8ot3,9rax,0.11311611807262603
8ot3,9riw,0.25433082934359347
8ot3,9umh,0.20265045412549298
8ot3,9wao,0.03396622492397726
8ot4,2m4j,0.00421958614280199
8ot4,8bfa,0.3087369860037488
8ot4,8bfb,0.30097770244876487
8ot4,8eze,0.14657995415282707
8ot4,8ff2,0.943975042989307
8ot4,8oln,0.19954402387032252
8ot4,8ovk,0.1544586135689774
8ot4,8owd,0.1684640277067177
8ot4,8owe,0.05750115099838329
8ot4,8owj,0.06530356935680719
8ot4,8owk,0.13994398386381796
8ot4,8qn6,0.967749870321069
8ot4,8qn7,0.7612086369190829
8ot4,8sel,0.24569445691182593
8ot4,9iio,0.19522146106806756
8ot4,9raw,0.27937491703812967
8ot4,9rax,0.3536615513991103
8ot4,9riv,0.2270551833565623
8ot6,10kr,1.271683290373511
8ot6,5o3l,0.8118233550569457
8ot6,5o3o,1.223505532703003
8ot6,5o3t,1.016209720286208
8ot6,6gx5,0.194245811468044
8ot6,6hre,1.2867084725900124
8ot6,6hrf,1.1148808600700266
8ot6,6nwp,3.2433713634601404
8ot6,6nwq,0.8643460915111332
8ot6,6vhl,0.9583669432095107
8ot6,6vi3,1.191575005462561
8ot6,7mkf,1.3931155709732417
8ot6,7mkg,1.3325032619454642
8ot6,7mkh,1.3778477600485457
8ot6,7nrq,1.7702669420690342
8ot6,7nrs,1.8069737272161341
8ot6,7nrt,1.8304410026905535
8ot6,7nrv,1.3704448872958122
8ot6,7nrx,1.2928523724364853
8ot6,7qjv,1.838466158458759
8ot6,7qjw,2.0810185539069783
8ot6,7qjx,1.0449082766023339
8ot6,7qjy,1.7388715699649473
8ot6,7qjz,1.128391679867636
8ot6,7qk1,2.0473188432296436
8ot6,7qk2,0.9971786019856952
8ot6,7qk5,2.2453433264459406
8ot6,7qki,1.8226409316568706
8ot6,7qkj,2.053567279058392
8ot6,7qkk,1.40802878254748
8ot6,7qkl,1.5873740206705194
8ot6,7qku,2.0396866675233376
8ot6,7qkv,1.6225997265132743
8ot6,7qkx,2.397459761918017
8ot6,7ql0,1.8864359775308084
8ot6,7ql1,1.7344774561058114
8ot6,7ql3,0.6061179748749563
8ot6,7ql4,1.9910327731543194
8ot6,7r4t,1.8244292220629714
8ot6,7r5h,1.9046980133864728
8ot6,7upe,1.2859767106619562
8ot6,7upf,1.321776432547813
8ot6,7upg,1.284703052410291
8ot6,7ymn,0.9155626342799728
8ot6,8azu,1.0756503279808451
8ot6,8bgs,1.7954269557825762
8ot6,8bgv,1.1725647263990644
8ot6,8byn,2.6752963907183718
8ot6,8caq,3.288973773676981
8ot6,8cax,1.297105198893413
8ot6,8fug,1.0091826292064665
8ot6,8ore,1.9124461214061117
8ot6,8ot9,1.8007865081556862
8ot6,8otc,1.376517364130304
8ot6,8otg,2.909284201259446
8ot6,8oth,1.8181051236656056
8ot6,8oti,2.5139758471322358
8ot6,8otj,1.1301976784911094
8ot6,8p34,0.15656665758819174
8ot6,8q27,1.864845667987154
8ot6,8q2j,2.6278324907132964
8ot6,8q2k,1.6330684121366201
8ot6,8q2l,1.261673209224272
